scientific_name;mentions;shares;country;iso3
Prionailurus planiceps;1;1282.0;Madagascar;MDG
Prionailurus planiceps;1;1282.0;Malaysia;MYS
Prionailurus planiceps;1;1282.0;Thailand;THA
Pristis microdon;2;5970.0;Australia;AUS
Pristis microdon;2;5970.0;India;IND
Pristis microdon;1;5970.0;Bangladesh;BGD
Pristis microdon;1;5970.0;Brazil;BRA
Pristis microdon;1;5970.0;China;CHN
Pristis microdon;1;5970.0;Costa Rica;CRI
Pristis microdon;1;5970.0;Mexico;MEX
Pristis microdon;1;5970.0;Netherlands;NLD
Pristis microdon;1;5970.0;Nicaragua;NIC
Pristis zijsron;1;2346.0;Australia;AUS
Pristis zijsron;1;2346.0;Brazil;BRA
Pristis zijsron;1;2346.0;Mexico;MEX
Probosciger aterrimus;4;3928.0;Australia;AUS
Probosciger aterrimus;3;3928.0;China;CHN
Probosciger aterrimus;2;3928.0;Germany;DEU
Probosciger aterrimus;2;3928.0;United States;USA
Probosciger aterrimus;1;3928.0;Brazil;BRA
Probosciger aterrimus;1;3928.0;Colombia;COL
Probosciger aterrimus;1;3928.0;Czechia;CZE
Probosciger aterrimus;1;3928.0;France;FRA
Probosciger aterrimus;1;3928.0;Georgia;GEO
Probosciger aterrimus;1;3928.0;Guinea;GIN
Probosciger aterrimus;1;3928.0;Hungary;HUN
Probosciger aterrimus;1;3928.0;Indonesia;IDN
Probosciger aterrimus;1;3928.0;Japan;JPN
Probosciger aterrimus;1;3928.0;Kenya;KEN
Probosciger aterrimus;1;3928.0;Papua New Guinea;PNG
Probosciger aterrimus;1;3928.0;Russian Federation;RUS
Probosciger aterrimus;1;3928.0;South Africa;ZAF
Probosciger aterrimus;1;3928.0;Spain;ESP
Propithecus coquereli;2;2604.0;Kenya;KEN
Propithecus coquereli;1;2604.0;Botswana;BWA
Propithecus coquereli;1;2604.0;Madagascar;MDG
Propithecus coquereli;1;2604.0;South Africa;ZAF
Propithecus coquereli;1;2604.0;Tanzania, United Republic of;TZA
Propithecus coquereli;1;2604.0;Zimbabwe;ZWE
Propithecus diadema;2;637.0;United States;USA
Propithecus diadema;1;637.0;Madagascar;MDG
Propithecus verreauxi;3;1709.0;United States;USA
Propithecus verreauxi;2;1709.0;Germany;DEU
Propithecus verreauxi;1;1709.0;Austria;AUT
Propithecus verreauxi;1;1709.0;China;CHN
Propithecus verreauxi;1;1709.0;Madagascar;MDG
Propithecus verreauxi;1;1709.0;United Kingdom;GBR
Psephotus chrysopterygius;1;2264.0;Australia;AUS
Psephotus chrysopterygius;1;2264.0;Ireland;IRL
Psephotus pulcherrimus;1;2147.0;Australia;AUS
Psephotus pulcherrimus;1;2147.0;Bhutan;BTN
Psephotus pulcherrimus;1;2147.0;Ecuador;ECU
Psephotus pulcherrimus;1;2147.0;Palau;PLW
Psephotus pulcherrimus;1;2147.0;United States;USA
Pseudemydura umbrina;1;1713.0;Australia;AUS
Pseudoryx nghetinhensis;3;5774.0;Cambodia;KHM
Pseudoryx nghetinhensis;3;5774.0;Viet Nam;VNM
Pseudoryx nghetinhensis;2;5774.0;Indonesia;IDN
Pseudoryx nghetinhensis;2;5774.0;Lao People's Democratic Republic;LAO
Pseudoryx nghetinhensis;2;5774.0;Malaysia;MYS
Pseudoryx nghetinhensis;2;5774.0;Myanmar;MMR
Pseudoryx nghetinhensis;2;5774.0;Thailand;THA
Pseudoryx nghetinhensis;1;5774.0;Ecuador;ECU
Pseudoryx nghetinhensis;1;5774.0;Madagascar;MDG
Pseudoryx nghetinhensis;1;5774.0;Philippines;PHL
Pseudoryx nghetinhensis;1;5774.0;Singapore;SGP
Pseudoryx nghetinhensis;1;5774.0;United States;USA
Psittacula echo;1;342.0;Australia;AUS
Psittacula echo;1;342.0;Bangladesh;BGD
Psittacula echo;1;342.0;Gambia;GMB
Psittacula echo;1;342.0;Japan;JPN
Psittacula echo;1;342.0;Nigeria;NGA
Psittacula echo;1;342.0;Pakistan;PAK
Psittacula echo;1;342.0;South Africa;ZAF
Psittacula echo;1;342.0;Taiwan, Province of China;TWN
Psittacula echo;1;342.0;United Kingdom;GBR
Psittacula echo;1;342.0;United States;USA
Psittacula echo;1;342.0;Viet Nam;VNM
Psittacus erithacus;2;3896.0;Congo;COG
Psittacus erithacus;2;3896.0;Congo, The Democratic Republic of the;COD
Psittacus erithacus;2;3896.0;Côte d'Ivoire;CIV
Psittacus erithacus;2;3896.0;South Africa;ZAF
Psittacus erithacus;2;3896.0;United States;USA
Psittacus erithacus;1;3896.0;Bolivia, Plurinational State of;BOL
Psittacus erithacus;1;3896.0;Botswana;BWA
Psittacus erithacus;1;3896.0;Cameroon;CMR
Psittacus erithacus;1;3896.0;Canada;CAN
Psittacus erithacus;1;3896.0;China;CHN
Psittacus erithacus;1;3896.0;Guinea;GIN
Psittacus erithacus;1;3896.0;India;IND
Psittacus erithacus;1;3896.0;Iran, Islamic Republic of;IRN
Psittacus erithacus;1;3896.0;Kazakhstan;KAZ
Psittacus erithacus;1;3896.0;Kenya;KEN
Psittacus erithacus;1;3896.0;Kuwait;KWT
Psittacus erithacus;1;3896.0;Lao People's Democratic Republic;LAO
Psittacus erithacus;1;3896.0;Liberia;LBR
Psittacus erithacus;1;3896.0;Mauritania;MRT
Psittacus erithacus;1;3896.0;Namibia;NAM
Psittacus erithacus;1;3896.0;Nigeria;NGA
Psittacus erithacus;1;3896.0;Uganda;UGA
Psittacus erithacus;1;3896.0;United Kingdom;GBR
Psittacus erithacus;1;3896.0;Viet Nam;VNM
Psittacus erithacus;1;3896.0;Zimbabwe;ZWE
Pterocnemia pennata;1;1054.0;Argentina;ARG
Pterocnemia pennata;1;1054.0;Chile;CHL
Pterocnemia pennata;1;1054.0;Spain;ESP
Pterocnemia pennata;1;1054.0;United Kingdom;GBR
Pteronura brasiliensis;2;2156.0;Brazil;BRA
Pteronura brasiliensis;1;2156.0;Argentina;ARG
Pteronura brasiliensis;1;2156.0;Chile;CHL
Pteronura brasiliensis;1;2156.0;Paraguay;PRY
Pteronura brasiliensis;1;2156.0;Uruguay;URY
Pteropus mariannus;1;313.0;Australia;AUS
Pteropus mariannus;1;313.0;Guam;GUM
Pteropus mariannus;1;313.0;Panama;PAN
Pteropus mariannus;1;313.0;Papua New Guinea;PNG
Pteropus mariannus;1;313.0;United States;USA
Pudu puda;1;17168.0;Argentina;ARG
Pudu puda;1;17168.0;Australia;AUS
Pudu puda;1;17168.0;Brazil;BRA
Pudu puda;1;17168.0;China;CHN
Pudu puda;1;17168.0;Costa Rica;CRI
Pudu puda;1;17168.0;Honduras;HND
Pudu puda;1;17168.0;India;IND
Pudu puda;1;17168.0;Indonesia;IDN
Pudu puda;1;17168.0;Japan;JPN
Pudu puda;1;17168.0;Kazakhstan;KAZ
Pudu puda;1;17168.0;Madagascar;MDG
Pudu puda;1;17168.0;Mexico;MEX
Pudu puda;1;17168.0;Mongolia;MNG
Pudu puda;1;17168.0;New Zealand;NZL
Pudu puda;1;17168.0;Nicaragua;NIC
Pudu puda;1;17168.0;Panama;PAN
Pudu puda;1;17168.0;Papua New Guinea;PNG
Pudu puda;1;17168.0;Russian Federation;RUS
Puma concolor;1;27618.0;United States;USA
Pygathrix nemaeus;2;6378.0;Viet Nam;VNM
Pygathrix nemaeus;1;6378.0;Cambodia;KHM
Pygathrix nemaeus;1;6378.0;Canada;CAN
Pygathrix nemaeus;1;6378.0;Germany;DEU
Pygathrix nemaeus;1;6378.0;Lao People's Democratic Republic;LAO
Pygathrix nemaeus;1;6378.0;Thailand;THA
Pygathrix nemaeus;1;6378.0;United States;USA
Python molurus molurus;1;1469.0;India;IND
Python molurus molurus;1;1469.0;Nepal;NPL
Python molurus molurus;1;1469.0;Pakistan;PAK
Python molurus molurus;1;1469.0;Poland;POL
Python molurus molurus;1;1469.0;Sri Lanka;LKA
Rhinoceros sondaicus;3;7524.0;Indonesia;IDN
Rhinoceros sondaicus;1;7524.0;Australia;AUS
Rhinoceros sondaicus;1;7524.0;China;CHN
Rhinoceros sondaicus;1;7524.0;India;IND
Rhinoceros sondaicus;1;7524.0;Philippines;PHL
Rhinoceros sondaicus;1;7524.0;South Africa;ZAF
Rhinoceros sondaicus;1;7524.0;Viet Nam;VNM
Rhinoceros unicornis;1;10649.0;China;CHN
Rhinoceros unicornis;1;10649.0;India;IND
Rhinoceros unicornis;1;10649.0;Nepal;NPL
Rhinoceros unicornis;1;10649.0;South Africa;ZAF
Rhinopithecus bieti;1;1141.0;China;CHN
Rhinopithecus bieti;1;1141.0;Myanmar;MMR
Rhinopithecus bieti;1;1141.0;Viet Nam;VNM
Rhinopithecus strykeri;2;1804.0;China;CHN
Rhinopithecus strykeri;2;1804.0;Myanmar;MMR
Rhinopithecus strykeri;1;1804.0;Malaysia;MYS
Rhinopithecus strykeri;1;1804.0;Viet Nam;VNM
Rhinoplax vigil;12;17789.0;China;CHN
Rhinoplax vigil;9;17789.0;Indonesia;IDN
Rhinoplax vigil;6;17789.0;Malaysia;MYS
Rhinoplax vigil;6;17789.0;United States;USA
Rhinoplax vigil;5;17789.0;Thailand;THA
Rhinoplax vigil;3;17789.0;Taiwan, Province of China;TWN
Rhinoplax vigil;2;17789.0;Hong Kong;HKG
Rhinoplax vigil;2;17789.0;India;IND
Rhinoplax vigil;2;17789.0;Singapore;SGP
Rhinoplax vigil;2;17789.0;United Kingdom;GBR
Rhinoplax vigil;2;17789.0;Viet Nam;VNM
Rhinoplax vigil;1;17789.0;Bangladesh;BGD
Rhinoplax vigil;1;17789.0;Botswana;BWA
Rhinoplax vigil;1;17789.0;Brunei Darussalam;BRN
Rhinoplax vigil;1;17789.0;Cambodia;KHM
Rhinoplax vigil;1;17789.0;Korea, Democratic People's Republic of;PRK
Rhinoplax vigil;1;17789.0;Lao People's Democratic Republic;LAO
Rhinoplax vigil;1;17789.0;Myanmar;MMR
Rhinoplax vigil;1;17789.0;Nepal;NPL
Rhinoplax vigil;1;17789.0;Philippines;PHL
Rhinoplax vigil;1;17789.0;South Africa;ZAF
Rhodonessa caryophyllacea;2;4927.0;India;IND
Rhodonessa caryophyllacea;2;4927.0;Indonesia;IDN
Rhodonessa caryophyllacea;2;4927.0;Myanmar;MMR
Rhodonessa caryophyllacea;1;4927.0;Guatemala;GTM
Rhynochetos jubatus;1;328.0;New Zealand;NZL
Rhynochetos jubatus;1;328.0;Samoa;WSM
Rucervus eldii;1;2969.0;Bhutan;BTN
Rucervus eldii;1;2969.0;Brazil;BRA
Rucervus eldii;1;2969.0;Cambodia;KHM
Rucervus eldii;1;2969.0;China;CHN
Rucervus eldii;1;2969.0;India;IND
Rucervus eldii;1;2969.0;Indonesia;IDN
Rucervus eldii;1;2969.0;Lao People's Democratic Republic;LAO
Rucervus eldii;1;2969.0;Nepal;NPL
Rucervus eldii;1;2969.0;Thailand;THA
Saguinus bicolor;2;1333.0;China;CHN
Saguinus bicolor;1;1333.0;Afghanistan;AFG
Saguinus bicolor;1;1333.0;India;IND
Saguinus bicolor;1;1333.0;Mexico;MEX
Saguinus bicolor;1;1333.0;Mongolia;MNG
Saguinus bicolor;1;1333.0;Nepal;NPL
Saguinus bicolor;1;1333.0;Pakistan;PAK
Saguinus bicolor;1;1333.0;Portugal;PRT
Saguinus bicolor;1;1333.0;Russian Federation;RUS
Saguinus bicolor;1;1333.0;Spain;ESP
Saguinus bicolor;1;1333.0;United States;USA
Saguinus leucopus;1;753.0;Canada;CAN
Saguinus leucopus;1;753.0;Colombia;COL
Saguinus leucopus;1;753.0;France;FRA
Saguinus leucopus;1;753.0;Israel;ISR
Saguinus leucopus;1;753.0;Italy;ITA
Saguinus leucopus;1;753.0;Mexico;MEX
Saguinus leucopus;1;753.0;Netherlands;NLD
Saguinus leucopus;1;753.0;United Kingdom;GBR
Semnopithecus entellus;2;30999.0;India;IND
Semnopithecus entellus;2;30999.0;United States;USA
Semnopithecus entellus;1;30999.0;Ireland;IRL
Semnopithecus entellus;1;30999.0;Pakistan;PAK
Semnopithecus entellus;1;30999.0;United Kingdom;GBR
Semnopithecus hector;4;5815.0;India;IND
Semnopithecus hector;3;5815.0;Australia;AUS
Semnopithecus hector;3;5815.0;Czechia;CZE
Semnopithecus hector;3;5815.0;Germany;DEU
Semnopithecus hector;3;5815.0;Madagascar;MDG
Semnopithecus hector;2;5815.0;China;CHN
Semnopithecus hector;2;5815.0;Indonesia;IDN
Semnopithecus hector;2;5815.0;Mexico;MEX
Semnopithecus hector;2;5815.0;Poland;POL
Semnopithecus hector;2;5815.0;Russian Federation;RUS
Semnopithecus hector;1;5815.0;Brazil;BRA
Semnopithecus hector;1;5815.0;Cambodia;KHM
Semnopithecus hector;1;5815.0;Colombia;COL
Semnopithecus hector;1;5815.0;Congo;COG
Semnopithecus hector;1;5815.0;Ethiopia;ETH
Semnopithecus hector;1;5815.0;France;FRA
Semnopithecus hector;1;5815.0;Guinea;GIN
Semnopithecus hector;1;5815.0;Hungary;HUN
Semnopithecus hector;1;5815.0;Jersey;JEY
Semnopithecus hector;1;5815.0;New Zealand;NZL
Semnopithecus hector;1;5815.0;Norway;NOR
Semnopithecus hector;1;5815.0;Peru;PER
Semnopithecus hector;1;5815.0;Tanzania, United Republic of;TZA
Semnopithecus hector;1;5815.0;Turkey;TUR
Semnopithecus hector;1;5815.0;Zimbabwe;ZWE
Shinisaurus crocodilurus;1;1911.0;China;CHN
Shinisaurus crocodilurus;1;1911.0;Germany;DEU
Shinisaurus crocodilurus;1;1911.0;Madagascar;MDG
Shinisaurus crocodilurus;1;1911.0;Viet Nam;VNM
Simias concolor;2;863.0;Brazil;BRA
Simias concolor;2;863.0;China;CHN
Simias concolor;2;863.0;Colombia;COL
Simias concolor;2;863.0;Congo, The Democratic Republic of the;COD
Simias concolor;2;863.0;Ecuador;ECU
Simias concolor;2;863.0;Ghana;GHA
Simias concolor;2;863.0;India;IND
Simias concolor;2;863.0;Indonesia;IDN
Simias concolor;2;863.0;Madagascar;MDG
Simias concolor;2;863.0;Sri Lanka;LKA
Simias concolor;2;863.0;Tanzania, United Republic of;TZA
Simias concolor;2;863.0;Viet Nam;VNM
Simias concolor;1;863.0;Bhutan;BTN
Simias concolor;1;863.0;Cameroon;CMR
Simias concolor;1;863.0;Costa Rica;CRI
Simias concolor;1;863.0;El Salvador;SLV
Simias concolor;1;863.0;Guatemala;GTM
Simias concolor;1;863.0;Honduras;HND
Simias concolor;1;863.0;Kenya;KEN
Simias concolor;1;863.0;Malaysia;MYS
Simias concolor;1;863.0;Mexico;MEX
Simias concolor;1;863.0;Nicaragua;NIC
Simias concolor;1;863.0;Nigeria;NGA
Simias concolor;1;863.0;Panama;PAN
Simias concolor;1;863.0;Peru;PER
Simias concolor;1;863.0;Philippines;PHL
Simias concolor;1;863.0;Venezuela, Bolivarian Republic of;VEN
Sotalia fluviatilis;1;11927.0;Australia;AUS
Sotalia fluviatilis;1;11927.0;Brazil;BRA
Sotalia fluviatilis;1;11927.0;France;FRA
Sotalia fluviatilis;1;11927.0;United Kingdom;GBR
Sousa chinensis;2;1247.0;Hong Kong;HKG
Sousa chinensis;1;1247.0;China;CHN
Sousa plumbea;1;1302.0;China;CHN
Sousa plumbea;1;1302.0;Kenya;KEN
Sousa plumbea;1;1302.0;Mozambique;MOZ
Sousa plumbea;1;1302.0;Somalia;SOM
Sousa plumbea;1;1302.0;Tanzania, United Republic of;TZA
Sousa teuszii;1;1319.0;China;CHN
Sousa teuszii;1;1319.0;Mexico;MEX
Sousa teuszii;1;1319.0;New Zealand;NZL
Speothos venaticus;3;5820.0;United States;USA
Speothos venaticus;2;5820.0;United Kingdom;GBR
Speothos venaticus;1;5820.0;Belarus;BLR
Speothos venaticus;1;5820.0;Belgium;BEL
Speothos venaticus;1;5820.0;Brazil;BRA
Speothos venaticus;1;5820.0;Denmark;DNK
Speothos venaticus;1;5820.0;Ecuador;ECU
Speothos venaticus;1;5820.0;Finland;FIN
Speothos venaticus;1;5820.0;Germany;DEU
Speothos venaticus;1;5820.0;India;IND
Speothos venaticus;1;5820.0;Ireland;IRL
Speothos venaticus;1;5820.0;Luxembourg;LUX
Speothos venaticus;1;5820.0;Netherlands;NLD
Speothos venaticus;1;5820.0;Norway;NOR
Speothos venaticus;1;5820.0;Peru;PER
Speothos venaticus;1;5820.0;Russian Federation;RUS
Speothos venaticus;1;5820.0;Sweden;SWE
Speothos venaticus;1;5820.0;Ukraine;UKR
Sphenodon punctatus;2;1753.0;Australia;AUS
Sphenodon punctatus;1;1753.0;Argentina;ARG
Sphenodon punctatus;1;1753.0;Germany;DEU
Sphenodon punctatus;1;1753.0;New Zealand;NZL
Sphenodon punctatus;1;1753.0;South Africa;ZAF
Sphenodon punctatus;1;1753.0;United Kingdom;GBR
Strigops habroptila;12;11771.0;New Zealand;NZL
Strigops habroptila;2;11771.0;Australia;AUS
Strigops habroptila;2;11771.0;Ireland;IRL
Strigops habroptila;1;11771.0;Fiji;FJI
Strigops habroptila;1;11771.0;Namibia;NAM
Strigops habroptila;1;11771.0;Nigeria;NGA
Strigops habroptila;1;11771.0;Somalia;SOM
Strigops habroptila;1;11771.0;Thailand;THA
Strigops habroptila;1;11771.0;United States;USA
Struthio camelus;2;56506.0;Italy;ITA
Struthio camelus;1;56506.0;Egypt;EGY
Struthio camelus;1;56506.0;Israel;ISR
Struthio camelus;1;56506.0;Jordan;JOR
Struthio camelus;1;56506.0;New Caledonia;NCL
Struthio camelus;1;56506.0;New Zealand;NZL
Struthio camelus;1;56506.0;South Africa;ZAF
Struthio camelus;1;56506.0;Syrian Arab Republic;SYR
Struthio camelus;1;56506.0;Turkey;TUR
Sus salvanius;2;1875.0;India;IND
Sus salvanius;2;1875.0;United States;USA
Sus salvanius;1;1875.0;Australia;AUS
Sus salvanius;1;1875.0;Brazil;BRA
Sus salvanius;1;1875.0;Canada;CAN
Sus salvanius;1;1875.0;Indonesia;IDN
Sus salvanius;1;1875.0;Madagascar;MDG
Sus salvanius;1;1875.0;Mauritius;MUS
Sus salvanius;1;1875.0;Poland;POL
Sus salvanius;1;1875.0;South Africa;ZAF
Sus salvanius;1;1875.0;Spain;ESP
Sus salvanius;1;1875.0;Sudan;SDN
Sus salvanius;1;1875.0;Tanzania, United Republic of;TZA
Sus salvanius;1;1875.0;Thailand;THA
Sus salvanius;1;1875.0;United Kingdom;GBR
Tapirus bairdii;4;7471.0;Mexico;MEX
Tapirus bairdii;3;7471.0;Belize;BLZ
Tapirus bairdii;3;7471.0;Colombia;COL
Tapirus bairdii;3;7471.0;Honduras;HND
Tapirus bairdii;2;7471.0;Guatemala;GTM
Tapirus bairdii;2;7471.0;Spain;ESP
Tapirus bairdii;1;7471.0;Bhutan;BTN
Tapirus bairdii;1;7471.0;China;CHN
Tapirus bairdii;1;7471.0;Congo;COG
Tapirus bairdii;1;7471.0;Costa Rica;CRI
Tapirus bairdii;1;7471.0;Dominican Republic;DOM
Tapirus bairdii;1;7471.0;El Salvador;SLV
Tapirus bairdii;1;7471.0;Gabon;GAB
Tapirus bairdii;1;7471.0;India;IND
Tapirus bairdii;1;7471.0;Indonesia;IDN
Tapirus bairdii;1;7471.0;Nepal;NPL
Tapirus bairdii;1;7471.0;New Caledonia;NCL
Tapirus bairdii;1;7471.0;Nicaragua;NIC
Tapirus bairdii;1;7471.0;Panama;PAN
Tapirus bairdii;1;7471.0;Papua New Guinea;PNG
Tapirus bairdii;1;7471.0;Peru;PER
Tapirus bairdii;1;7471.0;Romania;ROU
Tapirus bairdii;1;7471.0;Russian Federation;RUS
Tapirus bairdii;1;7471.0;Tajikistan;TJK
Tapirus bairdii;1;7471.0;Turkey;TUR
Tapirus bairdii;1;7471.0;Uganda;UGA
Tapirus bairdii;1;7471.0;United Kingdom;GBR
Tapirus bairdii;1;7471.0;United States;USA
Tapirus indicus;4;4454.0;Malaysia;MYS
Tapirus indicus;2;4454.0;Indonesia;IDN
Tapirus indicus;2;4454.0;United States;USA
Tapirus indicus;1;4454.0;France;FRA
Tapirus indicus;1;4454.0;Japan;JPN
Tapirus indicus;1;4454.0;Myanmar;MMR
Tapirus indicus;1;4454.0;Thailand;THA
Tapirus indicus;1;4454.0;United Kingdom;GBR
Tapirus pinchaque;1;1036.0;Colombia;COL
Tapirus pinchaque;1;1036.0;United Kingdom;GBR
Telmatobius culeus;1;2744.0;Bolivia, Plurinational State of;BOL
Telmatobius culeus;1;2744.0;Canada;CAN
Telmatobius culeus;1;2744.0;China;CHN
Testudo kleinmanni;1;1051.0;China;CHN
Testudo kleinmanni;1;1051.0;Fiji;FJI
Testudo kleinmanni;1;1051.0;France;FRA
Testudo kleinmanni;1;1051.0;Germany;DEU
Testudo kleinmanni;1;1051.0;Guatemala;GTM
Testudo kleinmanni;1;1051.0;Indonesia;IDN
Testudo kleinmanni;1;1051.0;Netherlands;NLD
Testudo kleinmanni;1;1051.0;Russian Federation;RUS
Testudo kleinmanni;1;1051.0;South Africa;ZAF
Testudo kleinmanni;1;1051.0;Sri Lanka;LKA
Testudo kleinmanni;1;1051.0;Ukraine;UKR
Testudo kleinmanni;1;1051.0;United Kingdom;GBR
Testudo kleinmanni;1;1051.0;Viet Nam;VNM
Totoaba macdonaldi;4;3643.0;China;CHN
Totoaba macdonaldi;4;3643.0;Mexico;MEX
Totoaba macdonaldi;4;3643.0;United States;USA
Totoaba macdonaldi;1;3643.0;Hong Kong;HKG
Totoaba macdonaldi;1;3643.0;Thailand;THA
Trachypithecus geei;1;1718.0;Afghanistan;AFG
Trachypithecus geei;1;1718.0;Bhutan;BTN
Trachypithecus geei;1;1718.0;China;CHN
Trachypithecus geei;1;1718.0;India;IND
Trachypithecus geei;1;1718.0;Myanmar;MMR
Tragopan melanocephalus;1;1039.0;Kenya;KEN
Tragopan melanocephalus;1;1039.0;Sudan;SDN
Tremarctos ornatus;1;9019.0;Canada;CAN
Tremarctos ornatus;1;9019.0;Ecuador;ECU
Tremarctos ornatus;1;9019.0;Mexico;MEX
Tremarctos ornatus;1;9019.0;Peru;PER
Trichechus manatus;7;3249.0;United States;USA
Trichechus manatus;1;3249.0;Brazil;BRA
Tringa guttifer;1;886.0;China;CHN
Tringa guttifer;1;886.0;Malaysia;MYS
Tringa guttifer;1;886.0;Russian Federation;RUS
Tringa guttifer;1;886.0;Thailand;THA
Ursus arctos;1;9616.0;Canada;CAN
Ursus arctos;1;9616.0;United States;USA
Ursus arctos isabellinus;1;4309.0;Iran, Islamic Republic of;IRN
Ursus arctos isabellinus;1;4309.0;Pakistan;PAK
Ursus thibetanus;6;12470.0;United States;USA
Ursus thibetanus;4;12470.0;China;CHN
Ursus thibetanus;2;12470.0;Lao People's Democratic Republic;LAO
Ursus thibetanus;2;12470.0;United Kingdom;GBR
Ursus thibetanus;2;12470.0;Viet Nam;VNM
Ursus thibetanus;1;12470.0;Australia;AUS
Ursus thibetanus;1;12470.0;Canada;CAN
Ursus thibetanus;1;12470.0;France;FRA
Ursus thibetanus;1;12470.0;Hong Kong;HKG
Ursus thibetanus;1;12470.0;Iran, Islamic Republic of;IRN
Ursus thibetanus;1;12470.0;Italy;ITA
Ursus thibetanus;1;12470.0;Korea, Republic of;KOR
Ursus thibetanus;1;12470.0;Malaysia;MYS
Ursus thibetanus;1;12470.0;Mongolia;MNG
Ursus thibetanus;1;12470.0;Namibia;NAM
Ursus thibetanus;1;12470.0;Russian Federation;RUS
Ursus thibetanus;1;12470.0;South Africa;ZAF
Ursus thibetanus;1;12470.0;Spain;ESP
Varanus bengalensis;2;4919.0;India;IND
Varanus bengalensis;2;4919.0;United Kingdom;GBR
Varanus bengalensis;1;4919.0;United States;USA
Varanus komodoensis;1;32703.0;Australia;AUS
Varanus komodoensis;1;32703.0;Indonesia;IDN
Varanus komodoensis;1;32703.0;New Zealand;NZL
Varecia rubra;2;894.0;Madagascar;MDG
Varecia rubra;1;894.0;Australia;AUS
Varecia rubra;1;894.0;Peru;PER
Varecia variegata;2;3185.0;Madagascar;MDG
Varecia variegata;1;3185.0;Australia;AUS
Varecia variegata;1;3185.0;Finland;FIN
Varecia variegata;1;3185.0;United Kingdom;GBR
Varecia variegata;1;3185.0;United States;USA
Vicugna vicugna;1;1523.0;Argentina;ARG
Vicugna vicugna;1;1523.0;Bolivia, Plurinational State of;BOL
Vicugna vicugna;1;1523.0;Chile;CHL
Vicugna vicugna;1;1523.0;Italy;ITA
Vicugna vicugna;1;1523.0;Peru;PER
Vicugna vicugna;1;1523.0;United States;USA
Vultur gryphus;2;2674.0;Argentina;ARG
Vultur gryphus;1;2674.0;Chile;CHL
